time, ID, MOSI, CMD, MISO, STATE
4.28179464,899,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.2818512,900,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.281927,901,0x25|0x19,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.28197964,902,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.28203584,903,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.285784,904,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.28584056,905,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.28591492,906,0x25|0x19,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.28596756,907,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.28602372,908,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.29081968,909,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.29089548,910,0x25|0x21,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.29094812,911,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.29100432,912,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.29382308,913,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.29388908,914,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.293954,915,0x25|0x21,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.29400664,916,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.2940628,917,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.29781316,918,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.29786972,919,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.29794552,920,0x25|0x29,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.29799812,921,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.29805432,922,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.30178624,923,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.30184276,924,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.30191716,925,0x25|0x29,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3019698,926,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.302026,927,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.30577888,928,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.30583544,929,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.30591128,930,0x25|0x14,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.30596392,931,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.30602012,932,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.31079712,933,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.31086204,934,0x25|0x14,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.31092412,935,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.31098032,936,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.31381552,937,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.31387204,938,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.31394788,939,0x25|0x1E,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.31400048,940,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.31405668,941,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.31780884,942,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.31786536,943,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.31793976,944,0x25|0x1E,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.31799236,945,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.31804856,946,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.32177964,947,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.3218362,948,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.32191204,949,0x25|0x12,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.32196468,950,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.32202088,951,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.32577352,952,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.32583008,953,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.32590452,954,0x25|0x12,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.32595716,955,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.32601336,956,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.33077788,957,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.33084428,958,0x25|0x2D,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.33090636,959,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.33096256,960,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.333805,961,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.3338616,962,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.333936,963,0x25|0x2D,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.33398864,964,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.33404488,965,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3377842,966,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.33784076,967,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.33791716,968,0x25|0x18,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3379698,969,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.338026,970,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.34184316,971,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.34190916,972,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.34197412,973,0x25|0x18,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.34202672,974,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.34208292,975,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3458222,976,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.34587876,977,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.34595456,978,0x25|0x27,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.34600716,979,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.34606336,980,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3507636,981,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.35082852,982,0x25|0x27,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.35088116,983,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.3509468,984,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.35379144,985,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.35384796,986,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.3539238,987,0x25|0x1B,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3539764,988,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.3540326,989,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3578528,990,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.3579188,991,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.35798376,992,0x25|0x1B,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.35803636,993,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.35809256,994,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.36183528,995,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.36189184,996,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.36196764,997,0x25|0x39,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.36202028,998,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.36207648,999,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.36581792,1000,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.36587448,1001,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.36594888,1002,0x25|0x39,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.36600148,1003,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.36605768,1004,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.37075724,1005,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.3708236,1006,0x25|0x28,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.37087624,1007,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.37094188,1008,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.37378892,1009,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.37384548,1010,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.37391988,1011,0x25|0x28,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.37397252,1012,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.37402872,1013,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.37783464,1014,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.3778912,1015,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.377967,1016,0x25|0x24,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.37801964,1017,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.37807584,1018,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.38182376,1019,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.38188028,1020,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.38195468,1021,0x25|0x24,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.38200732,1022,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.38206348,1023,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.38579196,1024,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.38584852,1025,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.38592432,1026,0x25|0x22,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.38597696,1027,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.38603316,1028,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.39081816,1029,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.39088312,1030,0x25|0x22,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3909452,1031,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
4.39100136,1032,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,CMD :W_TX_PAYLOAD,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3938282,1033,0x07|0x00,CMD :R_REGISTER - 0x07-STATUS,0x2E|0x2E,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.39388476,1034,0x27|0x2E,CMD :W_REGISTER - 0x07-STATUS,0x2E|0x00,STATE : RX_P_NO - RX FIFO Empty | TX_DS - Data Sent TX FIFO interrupt
4.39396056,1035,0x25|0x2E,CMD :W_REGISTER - 0x05-RF_CH,0x0E|0x00,STATE : RX_P_NO - RX FIFO Empty
4.3940132,1036,0xE1|0x00,CMD :FLUSH_TX,0x0E|0x0E,STATE : RX_P_NO - RX FIFO Empty
